WUH,DLC,1127413
LEX,ATL,488449
MAA,AUH,2967042
LHR,BOM,7221029
SIN,BOM,3920339
MRS,HER,1933416
XIY,URC,2108283
YYJ,YVR,63364
HKG,PVG,1253823
DOH,DEL,2553541
CPH,SKG,1841778
AYT,SVO,2177905
DMM,DEL,2701801
ATH,CDG,2111808
ATH,BEG,822370
CCJ,BOM,940281
TLS,MRS,312498
BOM,TRV,1252392
MAA,BOM,1032080
BOM,CMB,1520497
CAE,PHL,840982
IAD,DOH,11147641
BOM,HKG,4278300
DCA,AGS,752588
BUF,ORD,761598
ISB,AUH,2060545
DFW,MSP,1370668
DEL,AUH,2280960
CLT,TRI,192561
BOI,PHX,1182545
DFW,DEN,1031943
CLT,SRQ,880314
DFW,ICN,11009288
CLT,YUL,1291595
BDL,CLT,1035990
DXB,LHR,5504716
DCA,BHM,1051559
MXP,ATH,1522517
WAW,ATH,1598283
SIN,MAA,2925021
AUH,ATH,3266299
DCA,TYS,702540
GVA,OPO,1311349
ATL,ORD,974957
DOH,PHL,10938759
DCA,PBI,1379382
JFK,BNA,1231884
LED,SKG,2203814
DCA,BOS,642183
BOS,ROC,552166
IAH,LAX,2219215
DFW,RDU,1707958
CLE,PHL,584412
JFK,DUB,5116571
DFW,PDX,2600350
BCN,PHL,6315819
HNL,SJC,3889125
DUS,MIA,7617281
KUF,SVX,767340
HAK,KMG,962704
HGH,KWL,1165038
TIP,CAI,1755900
BOM,NBO,4531242
HER,ATH,308617
FWA,ATL,817643
ATH,GVA,1734010
CKG,PVG,1464020
BOM,DOH,2293743
HER,FRA,2116301
SOF,ATH,530522
KUL,MAA,2628591
DUS,SKG,1728846
KWE,SHA,1507633
SHA,URC,3277460
CSX,NKG,671867
ATH,MAN,2640427
NNG,SHA,1615151
BRU,BOM,6873050
ATH,VIE,1278727
MAN,ATH,2640427
MEM,MSY,560538
NRT,BOM,6795927
MUC,SKG,1242875
BOM,DXB,1927843
MAA,KUL,2628591
DME,HER,2434082
CLT,SJU,2372827
ATL,CLT,364981
KUL,DEL,3869364
BRU,ATH,2103835
DFW,DAY,1385765
CLT,MCO,753101
AUS,PHL,2301949
FCO,ORD,7762052
TRV,MCT,2596570
DEN,MIA,2750276
CLT,CVG,539018
ITM,NRT,463041
DFW,TLH,1234134
DCA,YUL,783836
BDL,LAX,4066195
DSM,PHX,1849661
DCA,RSW,1435099
CLE,JFK,683917
HEL,LHR,1853156
DFW,TPA,1494651
DFW,DSM,1004055
OTP,ATH,758747
BLR,CCU,1544747
IST,ATH,538029
ZRH,LIS,1726183
DFW,MOB,867777
HER,BOD,2432777
BUF,DCA,475919
HNL,NRT,6145590
DFW,LIM,5403169
CUN,DFW,1654622
TBS,RIX,2263367
BKK,NRT,4649901
GDL,PHX,1669533
BHM,DCA,1051559
FCO,PHL,7034617
CLT,RSW,965210
BOS,DCA,642183
GIG,CLT,7553754
DEN,PHL,2506641
CLT,GSO,133831
BKK,KUL,1214101
HNL,SYD,8153590
DUS,ATH,2005223
MCT,TRV,2596570
COK,DOH,3107293
CLT,FLL,1016273
JFK,BCN,6165913
DEL,ATQ,413201
DCA,ORF,229394
CHS,MIA,787952
JFK,MAN,5376395
DFW,SMF,2302859
DCA,BNA,904186
CDG,CLT,6717203
GRU,DFW,8225863
DAY,PHL,767636
TBS,TLV,1396173
DFW,PBI,1774213
CVG,PHL,816025
BOM,LHR,7221029
FLL,PHL,1597083
DFW,LIT,489773
DCA,PHX,3184485
AMM,TIP,2151531
DEL,CCU,1313182
ROA,ATL,574993
GOI,BLR,482808
NCE,TLS,472083
CCU,BLR,1544747
ATH,MXP,1522517
VIE,ATH,1278727
LHR,ATH,2430324
BLR,BOM,832138
TRV,BLR,528664
BEG,ATH,822370
SKG,CPH,1841778
SKG,MUC,1242875
MAA,SIN,2925021
ATH,MAD,2383108
CDG,ATH,2111808
DFW,SPS,181503
CLT,BDL,1035990
IND,ORD,285473
HAJ,SKG,1668434
CVG,DCA,661595
BNE,SYD,750811
HNL,PHX,4694959
DFW,MSY,720196
CDG,LHR,347653
JAX,CLT,528064
DFW,MEX,1505031
CLT,RIC,412737
BAH,DOH,147554
HAJ,LHR,705452
MRS,TLS,312498
DOH,BOM,2293743
CMB,BOM,1520497
BLR,MAA,268084
AUS,MSY,714693
FCO,JFK,6883860
AUH,BOM,1972968
CLT,MCI,1301322
BCN,LHR,1147444
EWR,LHR,5576626
DFW,BNA,1015798
AUH,HYD,2595901
CLT,CUN,1674908
JFK,CUN,2502059
DFW,TUS,1308381
DCA,HSV,986649
CLT,BHM,564744
IAD,MIA,1482386
DCA,ROC,476840
CLT,DEN,2152759
JAX,DCA,1020056
DFW,ORD,1290347
CLT,GSP,121626
SKG,ARN,2157042
CAI,ATH,1106438
RUH,BOM,2773908
CUN,BOS,2792227
BHD,LHR,504085
ARN,SKG,2157042
LCA,ATH,931818
DFW,LHR,7644847
CLT,SXM,2593807
GOT,LHR,1071407
DFW,DTW,1587319
CLT,MHT,1186382
AMA,DFW,502002
EWR,MIA,1746988
DFW,CVG,1306158
BOS,CUN,2792227
GRU,MIA,6553538
DFW,CID,1102854
JAN,CLT,904807
EWR,ORD,1157371
TBS,ATH,1841394
CDG,TBS,3375095
BOM,BLR,832138
ABQ,DFW,915507
DFW,SLC,1591079
TBS,CDG,3375095
CHS,DFW,1588572
DCA,FLL,1446875
BOS,SYR,425801
HAN,NRT,3723235
CLT,SYR,970851
BOS,PHL,450649
GPT,CLT,928658
CVG,ORD,425494
BWI,ORD,1000129
HKG,EWR,12979805
CLT,PUJ,2223407
BOS,SEA,4016415
IST,LHR,2518540
LED,ATH,2472518
FCO,ATH,1087546
SKG,DME,1986894
DFW,LBB,453749
BOS,PIT,798420
GRB,ORD,279063
DFW,GRU,8225863
CMH,PHL,653900
AMM,YUL,8916879
FLL,ORD,1901990
DFW,CAE,1483594
CLT,GRU,7440346
AUS,PHX,1403333
EWR,CLT,850495
CLT,MOB,846600
BNA,DCA,904186
EZE,MIA,7090307
CLT,BWI,580647
BAH,LHR,5099825
HAM,LHR,747665
COK,SHJ,2772234
KUL,BOM,3623100
CLT,AVL,147437
IND,LAX,2919042
BRU,YYZ,6061685
EWR,BRU,5923200
CBR,SYD,236257
JFK,CDG,5849320
DEL,LHR,6744117
CVG,CLT,539018
BWI,CLT,580647
GDL,SJC,2593524
DFW,GSO,1607902
CUN,JFK,2502059
DFW,MEM,694426
CNF,MIA,6377594
BLR,LHR,8052601
EWR,SEA,3864868
DFW,GSP,1387197
DCA,IND,804038
SKG,HAJ,1668434
DUS,HER,2304161
BCN,JFK,6165913
DUS,AUH,5030802
DEN,CLT,2152759
CLT,LIT,1031041
JFK,LCY,5587482
PRG,ATH,1555799
DFW,TUL,381149
DCA,JAN,1384669
BUF,PHL,448644
JFK,CLE,683917
DFW,SNA,1938964
CLT,CHS,270009
ACC,LHR,5084705
DFW,SEA,2671008
CVG,DFW,1306158
IAH,LHR,7779487
EWR,ORY,5871301
TBS,VIE,2338335
BLR,GOI,482808
MAA,GOI,733438
DMM,BOM,2501437
BRU,EWR,5923200
BNE,AKL,2297838
GSP,PHL,828293
AUH,DMM,537752
BOM,DMM,2501437
BNE,PER,3614193
HNL,OAK,3876379
DFW,GPT,804298
BOM,HYD,623326
CLT,MGM,599391
AUH,CMB,3297827
DUS,RSW,7654741
DEN,DFW,1031943
JFK,BOS,300495
DFW,CHS,1588572
CLT,MSP,1496785
AMS,PHL,6013032
DEN,LAX,1387024
BLR,KUL,2883993
JED,BOM,3524079
ATH,TLV,1194695
BLR,HYD,453019
DOH,COK,3107293
CLT,PDX,3672329
DEL,MAA,1753663
ATH,MUC,1518592
DFW,BOS,2513354
CLT,GPT,928658
ATL,DFW,1177007
DUB,LHR,450444
NBO,BOM,4531242
DCA,PIT,329040
IAH,PHL,2131652
DFW,RSW,1635902
AUH,JFK,11051404
DFW,VPS,1031475
DCA,LGA,345115
CDG,DFW,7962434
GRU,JFK,7636241
DFW,BWI,1958133
DEL,HYD,1262638
AUH,DEL,2280960
ATH,PHL,8102464
DUB,CLT,5987142
ATL,PHL,1072147
DUS,JFK,6033512
DCA,YHZ,1305162
CLT,CAE,142384
IAH,ORD,1488809
DFW,SAN,1884390
DCA,BDL,504012
CHS,CLT,270009
HNL,LAX,4113181
DCA,LAX,3719085
CLT,CLE,692504
ICT,ORD,946051
DCA,BGR,949126
CLT,BZE,2089930
BRU,DEL,6411225
SIN,DEL,4151684
HER,MRS,1933416
ATH,OSL,2636241
MAA,HYD,505160
CMH,MIA,1593857
AUS,ORD,1573385
TRV,DMM,3487093
FRA,ATH,1818084
BHM,CLT,564744
FWA,DFW,1382403
DFW,BZE,1913222
JFK,CVG,947890
DUS,LAX,9154974
DFW,BNE,13363136
BNA,CLT,528898
EZE,JFK,8500318
DFW,ABQ,915507
CLT,CDG,6717203
IAH,PHX,1623844
DUS,LHR,503481
HER,DME,2434082
BKK,BOM,3034058
SKG,HER,606819
DFW,PVR,1579599
CBR,MEL,470037
IAH,DFW,360938
DFW,NAS,2092433
DAY,ORD,386562
BOG,MIA,2424309
GRU,CLT,7440346
DFW,HOU,397500
FWA,ORD,252094
CLT,YOW,1208064
BSL,LHR,721154
GSO,CLT,133831
CLT,MEM,823309
BOG,DFW,3924087
IAH,MIA,1551545
AUH,COK,2793650
DXB,DEL,2187214
HER,TLV,972300
ATH,LED,2472518
TRV,BOM,1252392
AUH,BLR,2723694
CLT,LHR,6424434
JFK,LAS,3617691
DEL,KUL,3869364
DEL,LHR,6744117
CLT,BTR,1086280
AKL,SYD,2164202
DOH,IAH,12952347
KUL,HYD,3007004
CLE,DFW,1643252
HEL,JFK,6625521
DFW,NRT,10343726
DCA,GSO,398987
ABZ,LHR,647815
DFW,SDF,1179153
DCA,CHA,841246
BWI,DFW,1958133
GEG,PHX,1642158
DEN,LHR,7516661
MCT,COK,2432174
MUC,ATH,1518592
LED,HER,2744405
JNB,BOM,6950028
ATH,FRA,1818084
DCA,DTW,652071
BOS,ORD,1394737
ATH,OTP,758747
SKG,LCA,1128006
DFW,RNO,2164360
BUD,LHR,1493011
IAD,LHR,5917134
CDG,HER,2392554
DFW,MAD,7990266
CLT,TYS,284566
BCN,MIA,7559009
GCM,PHL,2355343
DFW,LFT,564701
BWI,MIA,1522219
ICT,DFW,528558
DFW,ICT,528558
CLT,MIA,1046279
AMM,JFK,9234743
GDL,DFW,1505658
DFW,FSM,365955
DCA,CVG,661595
CDG,ORD,6682586
ABQ,ORD,1798900
DFW,MCI,740354
DCA,RDU,364682
DFW,CUN,1654622
CLT,SFO,3695374
BDL,PHL,314831
DTW,DFW,1587319
DFW,CLT,1506269
LIN,LHR,982222
PHX,MEX,2013822
OKC,LAX,1910350
DCA,DSM,1444251
LHR,AGP,1674845
PHL,PWM,586256
NRT,SGN,4380836
LHR,SOF,2045384
PHX,MKE,2350181
DFW,RIC,1862986
LAX,MCO,3568990
PDX,DCA,3782610
MCO,ORD,1617438
LAX,AUS,1998049
PHF,PHL,323156
MIA,YUL,2260507
LGA,DTW,807104
PHL,DCA,191809
LAX,MEX,2498962
ORF,DFW,1951219
MCO,LAX,3568990
PUS,NRT,1040462
DEL,DOH,2553541
BOM,GOI,422956
BGR,PHL,761002
FSM,DFW,365955
CLT,PIT,589089
BHM,PHL,1242535
GCM,MIA,728152
BLR,TRV,528664
AMS,LHR,371575
DSM,CLT,1312284
DCA,PDX,3782610
CLT,FRA,7075094
IND,PHL,946259
JFK,DUS,6033512
DFW,SAT,397040
DCA,PHL,191809
CLT,MEX,2496677
KUL,BLR,2883993
ATH,HER,308617
TXL,ATH,1823364
GVA,ATH,1734010
DAY,DFW,1385765
BNE,CBR,954179
NUE,SKG,1366589
CUN,PHL,2363328
BOS,PDX,4083354
HNL,KIX,6624507
DFW,HNL,6090388
CLT,RDU,208866
ATL,PHX,2554546
FLL,CLT,1016273
BSB,MIA,5791612
HSV,CLT,536622
CLT,HSV,536622
JFK,DCA,342613
FLL,DCA,1446875
DFW,OKC,281722
FRA,SKG,1543601
BOD,HER,2432777
MUC,HER,1818269
DFW,GIG,8403083
SKG,NUE,1366589
BNE,MEL,1379225
GCM,CLT,1764727
DFW,DCA,1918284
CLT,SMF,3611207
RIX,TBS,2263367
EWR,PHL,128916
DEN,ORD,1429525
CLT,BUF,878756
ATL,LHR,6776332
DUB,ORD,5911772
CLT,IAH,1468872
BDL,MIA,1922220
DTW,CLT,804580
DCA,JAX,1020056
CID,DFW,1102854
AMM,ORD,10035380
GDL,LAX,2103947
DFW,YYC,2451409
DFW,FWA,1382403
CLT,SAT,1762458
BOS,BUF,636603
FLL,PHX,3174010
JFK,DFW,2238656
DFW,MCO,1584796
DCA,SYR,479430
HSV,ORD,820860
DFW,SHV,305411
MIA,DCA,1479893
RST,ORD,431889
HND,HNL,6201581
MAN,JFK,5376395
RIC,BOS,762713
MIA,DFW,1803879
BNE,LAX,11525286
GPT,DFW,804298
OKC,DFW,281722
LHR,NCE,1041912
PHL,SLC,3100614
LHR,BOM,7221029
PHX,BOS,3701462
MAD,ORD,6761508
PHX,MIA,3173260
OKC,ORD,1114980
LHR,ORD,6361433
PHL,PDX,3872459
MIA,PIT,1630190
BOS,LGA,297068
JFK,GRU,7636241
DTW,ORD,377372
DFW,CLE,1643252
BOS,CLT,1171324
EZE,DFW,8506587
IAD,LAX,3682125
CMB,AUH,3297827
BNA,LAX,2892652
HKG,NRT,2963952
LGA,RDU,692908
CLT,ORF,466101
AUS,LHR,7909646
DTW,YUL,852857
LEX,ORD,520408
OAK,PHX,1039593
CLT,GCM,1764727
PEK,ORD,10587677
MHT,PHL,465525
ROC,DCA,476840
ORD,PHX,2317278
JFK,SCL,8202677
PHL,CAE,840982
JFK,PIT,546683
PBI,DCA,1379382
RDU,LGA,692908
ORD,DSM,481342
BUD,ATH,1122609
TLS,NCE,472083
ATH,MRS,1691912
HER,TXL,2131786
DFW,CRW,1522635
ATH,BCN,1908948
PHL,ATH,8102464
BHM,MIA,1063874
EWR,HKG,12979805
CLT,PHF,453333
FCO,BOD,1102756
DUS,ORD,6807343
CHS,PHL,885190
JFK,MCO,1519224
DOH,JFK,10789485
CLT,DCA,532566
BOS,SAN,4164547
JFK,CLT,870860
FLL,DFW,1800777
BOD,FCO,1102756
COK,DMM,3329792
AMS,TBS,3227951
AKL,BNE,2297838
DOH,BAH,147554
BZE,CUN,415332
CLT,BOS,1171324
JFK,MAD,5775437
DFW,STL,885277
CLE,CLT,692504
HOU,DFW,397500
DFW,ONT,1912388
CUN,PHX,2832034
BUF,BOS,636603
GVA,LHR,755099
CDG,MIA,7384749
HSV,DCA,986649
DFW,HSV,969648
CLT,TLH,622198
CID,ORD,315813
JFK,CMH,777480
BNA,LGA,1229747
JAX,PHL,1193832
DFW,YYZ,1929971
CLT,CHA,388836
BMI,ORD,187062
EDI,LHR,534194
HNL,HND,6201581
DFW,MLI,1111433
CLT,SAV,343174
BDL,PIT,652966
GSO,LGA,741370
NRT,CTS,786399
LBB,DFW,453749
CLT,LEX,453179
ATH,LHR,2430324
DKR,LPA,1476813
MIA,LIM,4197576
LAX,RDU,3602448
PHL,SDF,927580
NRT,FUK,941564
CLT,BNA,528898
JFK,LIM,5840223
ORD,TUL,941986
MEL,CBR,470037
RDU,JFK,686463
ORD,LIT,888537
MIA,CMH,1593857
ROA,PHL,499875
PER,SYD,3284035
MIA,LAS,3499321
RSW,CLT,965210
MEL,PER,2706038
PIT,PHL,430607
CLT,JFK,870860
BZE,MIA,1233708
IND,CLT,688143
DFW,SFO,2356680
CMH,PHX,2688201
AUS,JFK,2448499
FRA,PHL,6354802
DCA,SAV,836061
CLT,DTW,804580
LAS,CLT,3083527
ORD,SJC,2944062
LIT,ORD,888537
DCA,DFW,1918284
CAE,DFW,1483594
IND,JFK,1069952
ORD,DTW,377372
LHR,OSL,1208051
ROA,CLT,249911
ORD,SJU,3334108
DBQ,ORD,236391
LGA,PIT,538888
PHL,YYZ,558239
MKE,PHX,2350181
LAX,ORD,2807618
PHL,MAN,5526217
NBO,LHR,6827590
LHR,BHD,504085
PHX,IND,2395506
OAK,PDX,874368
LGA,RIC,469768
PHX,ABQ,528587
MLI,DFW,1111433
PDX,PHX,1624620
DCA,SRQ,1370221
CLT,SEA,3667919
BOS,DFW,2513354
HSV,DFW,969648
DFW,CDG,7962434
CVG,MIA,1526008
DCA,NAS,1532241
CLT,EWR,850495
DFW,PHX,1396815
DCA,MCO,1221659
LHR,CLT,6424434
PHL,PHX,3339874
MIA,TUL,1879803
CMH,LGA,770344
PHL,BDL,314831
MIA,YYZ,1984935
LGA,GSO,741370
MEX,PHX,2013822
JFK,SXM,2705738
LHR,VCE,1153759
RIC,DFW,1862986
ORD,RSW,1802911
LAX,DEN,1387024
ORF,MIA,1290544
MCO,YYZ,1698569
JFK,TXL,6385094
ORD,ICT,946051
LHR,KUL,10610505
PHX,DTW,2688881
ATH,BUD,1122609
BOM,DEL,1134665
ATH,FCO,1087546
HYD,BOM,623326
BOS,NRT,10785037
HNL,DFW,6090388
CUN,ORD,2324144
BOS,RIC,762713
IAH,DOH,12952347
DFW,LEX,1262804
CCJ,AUH,2689423
CLT,PWM,1307333
BLQ,LHR,1165153
EWR,PHX,3432559
CLT,PHL,721610
JFK,LHR,5554540
CLT,SAN,3342500
AUH,DUS,5030802
DSM,DCA,1444251
DFW,BTR,616460
CLT,TPA,816632
CLT,DUB,5987142
BOS,LHR,5254215
HYD,LHR,7762454
DFW,PHL,2096441
CLT,VPS,740225
CLE,ORD,507856
JFK,DOH,10789485
AGS,CLT,225137
ERI,PHL,482229
DCA,MCI,1527977
CLT,AGS,225137
JFK,YYC,3285093
ORD,NRT,10097133
LHR,YVR,7601794
DAY,CLT,595344
BTR,DFW,616460
IAD,DFW,1885703
ORD,BDL,1260278
LHR,MIA,7121207
PRG,LHR,1047488
CUN,MIA,854526
LBA,LHR,278599
PHL,RSW,1597679
MIA,SDQ,1364924
LAX,GDL,2103947
MSY,AUS,714693
LGA,STL,1429259
PHX,AUS,1403333
NRT,DFW,10343726
LCA,LHR,3282898
PHL,SAT,2407061
MIA,SFO,4160182
LAS,LAX,380170
ORY,JFK,5848136
DCA,MEM,1226246
BNA,DFW,1015798
HKG,JFK,12990263
DEN,PHX,968501
CLT,ATL,364981
IND,DCA,804038
DFW,MGM,1000953
DCA,CMH,519776
LGW,MCO,7004994
PHL,JAX,1193832
MIA,PUJ,1466117
DFW,GDL,1505658
PDX,SAN,1500820
PHL,LAX,3864809
MCO,SAN,3458093
RIC,ORD,1033263
ORD,HSV,820860
LHR,LAX,8780646
ORD,MIA,1926485
MIA,CLE,1738319
LAS,DCA,3361375
ORD,SJD,2908125
LPA,MAD,1765053
RNO,DFW,2164360
ORD,DAY,386562
LHR,DEN,7516661
PHL,TYS,891968
DFW,MIA,1803879
DCA,STL,1157195
CLT,DFW,1506269
AUH,IAD,11407029
DFW,SAV,1489051
HEL,MAN,1817123
DFW,CHA,1118421
CPT,LHR,9646374
BOS,JFK,300495
GIG,JFK,7702747
DFW,JAX,1478026
MCO,DCA,1221659
PIT,RDU,527543
AUS,LAX,1998049
DTW,PHX,2688881
DCA,TPA,1309470
LHR,KWI,4681368
ORD,FWA,252094
MCO,GRU,6848141
ATL,MIA,956918
DOH,ORD,11479032
MIA,TPA,328791
LGA,CLT,875196
PHL,CLT,721610
MIA,BOG,2424309
NAS,DFW,2092433
LHR,CPH,982320
PHL,PIT,430607
MIA,TXL,8005283
LGA,DAY,883983
PHL,ATH,8102464
CHA,DCA,841246
AUS,DFW,305575
GSO,PHL,587780
DFW,IND,1224752
CLT,MKE,1047496
BWI,LHR,5848617
ICN,NRT,1259635
BZE,CLT,2089930
JAX,ORD,1390505
ORD,DCA,984627
CMH,LAX,3210933
GSP,DFW,1387197
MXP,LHR,937862
LHR,BLQ,1165153
PHX,RNO,966814
ORD,DFW,1290347
CLT,PHX,2854549
LAX,HNL,4113181
PHL,FCO,7034617
MIA,IAH,1551545
KHH,NRT,2427682
PDX,SJC,915316
PHL,MSP,1577864
MLU,DFW,470753
LAX,IAH,2219215
PHL,FRA,6354802
MIA,JAX,538724
JFK,MIA,1753599
ORD,PDX,2799066
DCA,CRW,400273
CLT,LAS,3083527
BDL,ORD,1260278
GSO,DCA,398987
DCA,PWM,775082
CLT,ROC,921782
DAY,LGA,883983
CHA,ORD,805828
IAD,AUH,11407029
DFW,JAN,656618
CMH,CLT,558117
LGA,DFW,2235069
PHL,DAY,767636
CLT,PBI,949253
LAS,LGW,8453844
OSL,LHR,1208051
MIA,MEX,2052636
PHL,DEN,2506641
DFW,BOG,3924087
LIT,LGA,1746676
PVR,DFW,1579599
ORD,CVG,425494
LHR,DUS,503481
MGM,DFW,1000953
JFK,YYZ,589430
ORD,OKC,1114980
LHR,YYC,7036951
PVR,PHX,1563119
LHR,ACC,5084705
DFW,JFK,2238656
DCA,MHT,654087
CLT,CMH,558117
ANC,LAX,3774336
DFW,ORF,1951219
GRU,LAX,9907363
DEN,SEA,1648014
CMH,JFK,777480
BNA,JFK,1231884
FRA,CLT,7075094
MAD,MIA,7119572
PHX,SLC,816165
AGS,DCA,752588
DCA,MSY,1559931
LHR,DFW,7644847
PHL,VCE,6836558
ORD,CLT,964512
MAD,PHL,5924208
PHX,SNA,544395
DFW,SPI,1014371
MIA,PTY,1853265
LAX,SFO,543061
PHL,AMS,6013032
MEX,LAX,2498962
MSP,ORD,537761
LGW,TPA,7124684
PHL,LAS,3502553
MIA,RDU,1127198
LAX,SJD,1465810
PDX,LAX,1341483
MEM,ORD,790811
FRA,KUL,10003191
DFW,MKE,1373056
DCA,CHS,713951
BWI,JFK,295745
ANC,PHX,4106110
DFW,SCL,7836348
DUB,JFK,5116571
DFW,COS,952731
CLT,DSM,1312284
JFK,FCO,6883860
DTW,LGA,807104
MIA,ORF,1290544
LAS,YEG,1918585
CHC,SYD,2128968
IND,DFW,1224752
DFW,MLU,470753
MEX,CLT,2496677
KUL,BKK,1214101
MIA,PHL,1630599
BUF,CLT,878756
IAH,CLT,1468872
ORD,EWR,1157371
LIM,JFK,5840223
PHX,LHR,8482913
NRT,ITM,463041
LHR,MUC,944130
PHX,SAT,1356218
ORD,RNO,2689805
MEM,DCA,1226246
PIT,STL,891121
ORD,FCO,7762052
LIM,MIA,4197576
PHX,CUN,2832034
MOB,DFW,867777
CLT,SDF,539669
DTW,DCA,652071
DCA,BUF,475919
CLT,IAD,517159
CMH,ORD,475624
BOS,MAD,5487128
GSP,CLT,121626
CLT,NAS,1176413
LAX,MIA,3768873
PDX,OAK,874368
MIA,BZE,1233708
DCA,TLH,1152122
CLT,FCO,7744582
JFK,IND,1069952
ORD,PEK,10587677
LAS,DFW,1698185
PDX,ORD,2799066
DCA,ORD,984627
LHR,LIN,982222
PHX,ORD,2317278
NGO,HNL,6477342
LGA,ORF,476031
PHL,YOW,606496
ONT,DFW,1912388
LHR,MAN,243142
PIT,CLT,589089
ORD,DEN,1429525
LHR,EDI,534194
PHX,PHL,3339874
NRT,BKK,4649901
LAX,TUS,726192
PHL,DOH,10938759
DFW,CMH,1490303
CPH,LHR,982320
BWI,PHL,145046
JFK,EZE,8500318
DFW,IAD,1885703
DCA,LAS,3361375
DFW,BMI,1110048
CLT,ORD,964512
AUH,MCT,381162
DFW,YUL,2434985
LHR,SEA,7725205
PHX,DEN,968501
NRT,LAX,8772757
DAY,DCA,629513
LGA,MIA,1764809
PHL,LIS,5564341
NAS,MIA,296176
LHR,JFK,5554540
DFW,MTY,843295
LAX,BNE,11525286
ORF,CLT,466101
MAN,ORD,6157147
KUL,FRA,10003191
PDX,BOS,4083354
LAX,STL,2562153
PHL,AUS,2301949
LAX,CLT,3420017
ORD,SFO,2971042
MAN,HEL,1817123
PHX,TPA,2877844
DTW,MIA,1842798
DFW,JLN,525825
CLT,YYZ,946352
BRU,LHR,351512
ABQ,PHX,528587
DOH,IAD,11147641
DFW,AUS,305575
CLT,CRW,355343
JAX,MIA,538724
DFW,YVR,2822116
MIA,KIN,942229
JFK,PHX,3465402
CAE,DCA,656590
IAD,CLT,517159
DFW,LAX,1987383
MCO,LGW,7004994
JFK,SEA,3896768
PBI,ORD,1840569
MIA,LAX,3768873
BOS,PHX,3701462
HNL,NGO,6477342
ORD,BWI,1000129
LHR,PSA,1187676
PHX,CLT,2854549
MIA,SXM,1969240
LHR,GOT,1071407
PHX,LAS,410802
ORD,MEM,790811
MCO,DFW,1584796
PHX,SMF,1040937
ORD,CHA,805828
MIA,STL,1719508
BZE,DFW,1913222
AGP,LHR,1674845
FRA,LHR,655068
DFW,FLL,1800777
CLT,HTS,378376
BRU,PHL,6051578
GRU,MCO,6848141
IND,MIA,1642423
COS,DFW,952731
BOS,LAX,4202210
HTS,CLT,378376
LHR,AUS,7909646
CLT,SJD,3086498
BGR,DCA,949126
FCO,CLT,7744582
LGA,TYS,1041955
PHX,JFK,3465402
ORD,AUH,11708667
LAS,PHX,410802
PHL,BOS,450649
JFK,ORD,1190834
ORD,SYR,976430
PHL,GSO,587780
LAS,YVR,1596581
MIA,CWB,6590178
ROC,PHL,413795
ORD,LEX,520408
DFW,AMA,502002
CMH,DFW,1490303
BTR,CLT,1086280
JAX,DFW,1478026
DFW,EWR,2208445
DCA,CAE,656590
DCA,VPS,1270553
CLT,LAX,3420017
JFK,HEL,6625521
DFW,SGF,586032
DCA,SDF,762065
LHR,IAH,7779487
PHL,SXM,2687018
MSP,CLT,1496785
CTS,NRT,786399
PHL,DTW,729566
MSP,PHL,1577864
LHR,CPT,9646374
PHL,TLV,9287666
DFW,LGA,2235069
MIA,BWI,1522219
KUL,NRT,5402743
ORD,SDF,461093
LIT,CLT,1031041
ORD,YVR,2838650
MIA,MEM,1383152
PDX,ONT,1349348
KUL,SIN,297266
ORD,MSP,537761
LHR,SVG,910621
PHX,MSP,2053559
DFW,SJC,2314890
CLT,MSY,1047881
BMI,DFW,1110048
DSM,DFW,1004055
JAN,DCA,1384669
DFW,IAH,360938
DCA,MIA,1479893
CDG,PHL,5999985
HKG,LAX,11683648
DFW,PIA,1082078
RDU,MIA,1127198
BNA,PHL,1086227
GSP,DCA,637097
DFW,CRP,570045
LIS,LHR,1564050
PHX,TUS,177309
ORD,ROC,849377
BHM,DFW,961064
EWR,DFW,2208445
NRT,KUL,5402743
LHR,HAM,747665
PHL,ORF,340965
LGA,YUL,521524
PHL,SEA,3827365
ORD,CLE,507856
LHR,SFO,8638229
PHX,DFW,1396815
NRT,NGO,340805
LHR,HYD,7762454
MIA,LHR,7121207
CHA,DFW,1118421
JFK,AMM,9234743
DFW,YEG,2622978
CVG,JFK,947890
CLT,DAY,595344
CLT,SLC,2779649
BNA,ORD,658497
GLA,LHR,555522
CLT,JAX,528064
LAX,DCA,3719085
ORF,LGA,476031
MCO,SEA,4109912
DCA,MSP,1497633
CLT,AUS,1661624
JFK,AUS,2448499
ORD,LGA,1180043
MCI,CLT,1301322
JFK,ZRH,6326343
ORF,PHL,340965
DCA,GSP,637097
LHR,AUH,5522926
PHX,GDL,1669533
MSY,DFW,720196
LAX,YVR,1739197
PHL,RIC,318930
NRT,TPE,2182119
LHR,FRA,655068
PHX,PVR,1563119
ORD,ATL,974957
LHR,BAH,5099825
MSY,ORD,1346544
LAX,NRT,8772757
DFW,PIT,1717891
DFW,ATL,1177007
CLT,IND,688143
BDL,DCA,504012
ICN,DFW,11009288
DFW,EZE,8506587
DFW,MSN,1321431
DCA,DAY,629513
BWI,PHX,3216551
GSO,DFW,1607902
MEM,CLT,823309
PTY,MIA,1853265
BGO,LHR,1043723
GLA,PHL,5324603
DFW,BHM,961064
LHR,TLS,882517
ORD,MEX,2712800
MEM,DFW,694426
AVL,CLT,147437
